dataset,subset,cluster_id,cluster_size,node_id,file_path,language,source_element_path
KMT,body_en,body_en_cluster_dita_body:7e52267d9570808e7d75,3,dita_body:7e52267d9570808e7d75,en/KA-01029_EN/ka-01029_delete_future_address_andor_direct_deposit.dita,en,en/KA-01029_EN/ka-01029_delete_future_address_andor_direct_deposit.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:7e52267d9570808e7d75,3,dita_body:4db21a137f9da3a8e1dc,en/KA-01029_EN/ka-01029_what_you_need_to_do.dita,en,en/KA-01029_EN/ka-01029_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:7e52267d9570808e7d75,3,dita_body:008c9141759b642adffd,en/KA-01445_EN/ka-01445_delete_future_address_andor_direct_deposit_new.dita,en,en/KA-01445_EN/ka-01445_delete_future_address_andor_direct_deposit_new.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:0988603d05b2d1554aa3,3,dita_body:e6c4f0836402de6f134f,en/KA-01037_EN/ka-01037_periodic_payments.dita,en,en/KA-01037_EN/ka-01037_periodic_payments.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:0988603d05b2d1554aa3,3,dita_body:0988603d05b2d1554aa3,en/KA-05368_EN/ka-05368_whats_new.dita,en,en/KA-05368_EN/ka-05368_whats_new.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:0988603d05b2d1554aa3,3,dita_body:fb4d1129f7eacc2ddc2a,en/KA-05369_EN/ka-05369_whats_new.dita,en,en/KA-05369_EN/ka-05369_whats_new.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:0e86d71e00af406d9ba8,2,dita_body:0e86d71e00af406d9ba8,en/KA-01037_EN/ka-01037_reinstate_a_cancelled_oas_benefit.dita,en,en/KA-01037_EN/ka-01037_reinstate_a_cancelled_oas_benefit.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:0e86d71e00af406d9ba8,2,dita_body:4bba2cb4f1e1bf50b09e,en/KA-01077_EN/ka-01077_reinstate_new.dita,en,en/KA-01077_EN/ka-01077_reinstate_new.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:742deb6df3f556fd8202,en/KA-01037_EN/ka-01037_reinstate_a_cancelled_or_terminated_cpp_ae0dcb4c.dita,en,en/KA-01037_EN/ka-01037_reinstate_a_cancelled_or_terminated_cpp_ae0dcb4c.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:9200483860442f19f0f6,en/KA-01037_EN/ka-01037_release_a_suspended_cpp_benefit_updated.dita,en,en/KA-01037_EN/ka-01037_release_a_suspended_cpp_benefit_updated.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:157bbdafdf7a869731bb,en/KA-01037_EN/ka-01037_release_a_suspended_gis_alw_benefit_or__2465b9cf.dita,en,en/KA-01037_EN/ka-01037_release_a_suspended_gis_alw_benefit_or__2465b9cf.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:a04978bc4f3cc336dccd,en/KA-01037_EN/ka-01037_release_a_suspended_oas_benefit.dita,en,en/KA-01037_EN/ka-01037_release_a_suspended_oas_benefit.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:b0db875025c619c57d6d,en/KA-01037_EN/ka-01037_summary.dita,en,en/KA-01037_EN/ka-01037_summary.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:cd85e6c303a589bb6ea1,en/KA-01037_EN/ka-01037_what_you_need_to_know.dita,en,en/KA-01037_EN/ka-01037_what_you_need_to_know.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:87929a58a53da7917f39,en/KA-01077_EN/ka-01077_reinstate.dita,en,en/KA-01077_EN/ka-01077_reinstate.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:320467c3ff9c0e4fa3b9,en/KA-01077_EN/ka-01077_release.dita,en,en/KA-01077_EN/ka-01077_release.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:e32a21edeab182e212f4,en/KA-01077_EN/ka-01077_release_new.dita,en,en/KA-01077_EN/ka-01077_release_new.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:2b29be1f7cacd3ef6f26,en/KA-03391_EN/ka-03391_policy.dita,en,en/KA-03391_EN/ka-03391_policy.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:a04978bc4f3cc336dccd,11,dita_body:d2da169d842af76abae3,en/KA-03391_EN/ka-03391_reinstating_cpp_pensions_and_benefits.dita,en,en/KA-03391_EN/ka-03391_reinstating_cpp_pensions_and_benefits.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f20b63188d6378b1c81a,3,dita_body:e828c2b32a191b6ed615,en/KA-01037_EN/ka-01037_reinstate_or_release_the_cpp_benefit.dita,en,en/KA-01037_EN/ka-01037_reinstate_or_release_the_cpp_benefit.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:f20b63188d6378b1c81a,3,dita_body:f20b63188d6378b1c81a,en/KA-05189_EN/ka-05189_correcting_the_discrepancy_in_itrds.dita,en,en/KA-05189_EN/ka-05189_correcting_the_discrepancy_in_itrds.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:f20b63188d6378b1c81a,3,dita_body:f3c8d748628abb82e8a0,en/KA-05227_EN/ka-05227_reinstate_cpp_benefits_in_itrds.dita,en,en/KA-05227_EN/ka-05227_reinstate_cpp_benefits_in_itrds.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:94d2e2dc0b229e4550d7,4,dita_body:94d2e2dc0b229e4550d7,en/KA-01037_EN/ka-01037_was_the_date_of_death_on_a_terminated_a_f47b9ff5.dita,en,en/KA-01037_EN/ka-01037_was_the_date_of_death_on_a_terminated_a_f47b9ff5.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:94d2e2dc0b229e4550d7,4,dita_body:864420cb7033e9b43fa3,en/KA-01062_EN/ka-01062_was_a_date_of_death_entered_on_the_clie_038ab29b.dita,en,en/KA-01062_EN/ka-01062_was_a_date_of_death_entered_on_the_clie_038ab29b.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:94d2e2dc0b229e4550d7,4,dita_body:51f75bb528ff13fc0bc2,en/KA-05227_EN/ka-05227_summary.dita,en,en/KA-05227_EN/ka-05227_summary.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:94d2e2dc0b229e4550d7,4,dita_body:06b19acf3c4b162148be,en/KA-05248_EN/ka-05248_background.dita,en,en/KA-05248_EN/ka-05248_background.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:520443f8871f657ef584,2,dita_body:520443f8871f657ef584,en/KA-01045_EN/ka-01045_authorized_contacts.dita,en,en/KA-01045_EN/ka-01045_authorized_contacts.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:520443f8871f657ef584,2,dita_body:97befc85ca495fefb774,en/KA-01184_EN/ka-01184_summary.dita,en,en/KA-01184_EN/ka-01184_summary.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:62ad47f7f72b8864e5ed,2,dita_body:62ad47f7f72b8864e5ed,en/KA-01045_EN/ka-01045_what_you_need_to_do.dita,en,en/KA-01045_EN/ka-01045_what_you_need_to_do.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:62ad47f7f72b8864e5ed,2,dita_body:76a78249bf3d6c57ea24,en/KA-01045_EN/ka-01045_what_you_need_to_do_2.dita,en,en/KA-01045_EN/ka-01045_what_you_need_to_do_2.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:1c6d9a1e7b241468b152,2,dita_body:1c6d9a1e7b241468b152,en/KA-01051_EN/ka-01051_adjust_the_payment_frequency_updated.dita,en,en/KA-01051_EN/ka-01051_adjust_the_payment_frequency_updated.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:1c6d9a1e7b241468b152,2,dita_body:f6b66a16cb724524cf09,en/KA-01499_EN/ka-01499_summary.dita,en,en/KA-01499_EN/ka-01499_summary.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:27566dfa1fd5f382bb8d,en/KA-01053_EN/ka-01053_what_you_need_to_do.dita,en,en/KA-01053_EN/ka-01053_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:80aeef49ae00a6cbc71a,en/KA-01088_EN/ka-01088_what_you_need_to_do.dita,en,en/KA-01088_EN/ka-01088_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:6cab04602343a1bef0f4,en/KA-01145_EN/ka-01145_what_you_need_to_do.dita,en,en/KA-01145_EN/ka-01145_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:b050feb02eb42808bd5a,en/KA-01155_EN/ka-01155_what_you_need_to_do.dita,en,en/KA-01155_EN/ka-01155_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:ae4d010dd4d87b487571,en/KA-01179_EN/ka-01179_what_you_need_to_do.dita,en,en/KA-01179_EN/ka-01179_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:0e1c32cb5eff0b7b7e3f,en/KA-01196_EN/ka-01196_what_you_need_to_do.dita,en,en/KA-01196_EN/ka-01196_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:13bc28404418e33c59a0,en/KA-01218_EN/ka-01218_what_you_need_to_do.dita,en,en/KA-01218_EN/ka-01218_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:957148a88edc87640235,en/KA-01289_EN/ka-01289_what_you_need_to_do.dita,en,en/KA-01289_EN/ka-01289_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:27566dfa1fd5f382bb8d,9,dita_body:cbe5199c95fabe9cef76,en/KA-01348_EN/ka-01348_what_you_need_to_do.dita,en,en/KA-01348_EN/ka-01348_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:69f21c2d8d6294294991,2,dita_body:69f21c2d8d6294294991,en/KA-01062_EN/ka-01062_action_a_notice_of_death_updated.dita,en,en/KA-01062_EN/ka-01062_action_a_notice_of_death_updated.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:69f21c2d8d6294294991,2,dita_body:31ea74e9346c37564284,en/KA-01601_EN/ka-01601_what_you_need_to_do.dita,en,en/KA-01601_EN/ka-01601_what_you_need_to_do.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:2cca2cd2bd5459d23128,2,dita_body:2cca2cd2bd5459d23128,en/KA-01062_EN/ka-01062_does_the_deceased_individual_have_a_spo_77ebf26f.dita,en,en/KA-01062_EN/ka-01062_does_the_deceased_individual_have_a_spo_77ebf26f.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:2cca2cd2bd5459d23128,2,dita_body:523f36b31768859ca1c5,en/KA-01151_EN/ka-01151_conversion_of_an_alw_benefit_to_an_alws_benefit.dita,en,en/KA-01151_EN/ka-01151_conversion_of_an_alw_benefit_to_an_alws_benefit.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9022604bf86520b28289,4,dita_body:9022604bf86520b28289,en/KA-01062_EN/ka-01062_have_you_been_advised_that_the_client_h_5a0c16b7.dita,en,en/KA-01062_EN/ka-01062_have_you_been_advised_that_the_client_h_5a0c16b7.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9022604bf86520b28289,4,dita_body:bee60450b5db9d019ea8,en/KA-01589_EN/ka-01589_is_the_death_presumed.dita,en,en/KA-01589_EN/ka-01589_is_the_death_presumed.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9022604bf86520b28289,4,dita_body:42acb02a1a27e5a2bc3f,en/KA-02345_EN/ka-02345_summary.dita,en,en/KA-02345_EN/ka-02345_summary.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9022604bf86520b28289,4,dita_body:d86e759c93f95f3ada27,en/KA-02345_EN/ka-02345_what_you_need_to_know.dita,en,en/KA-02345_EN/ka-02345_what_you_need_to_know.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:0902897890a55a23001e,en/KA-01062_EN/ka-01062_international_operationsnotify_the_fore_4f19dc95.dita,en,en/KA-01062_EN/ka-01062_international_operationsnotify_the_fore_4f19dc95.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:239eed0af9c739127610,en/KA-01062_EN/ka-01062_international_operationsnotify_the_fore_4f19dc95_2.dita,en,en/KA-01062_EN/ka-01062_international_operationsnotify_the_fore_4f19dc95_2.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:9851fc59be98bcef7542,en/KA-01589_EN/ka-01589_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-01589_EN/ka-01589_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:41e4a322754c49d6155b,en/KA-01590_EN/ka-01590_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-01590_EN/ka-01590_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:6b022f82131f37dd896c,en/KA-01621_EN/ka-01621_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-01621_EN/ka-01621_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:c1da05276ec12478c4fd,en/KA-01625_EN/ka-01625_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-01625_EN/ka-01625_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:b5ff9889134e7acb91d4,en/KA-01634_EN/ka-01634_international_operations_-_determine_if_8896a3ef.dita,en,en/KA-01634_EN/ka-01634_international_operations_-_determine_if_8896a3ef.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:c92e785e197c9bde4968,en/KA-01642_EN/ka-01642_international_operationsdetermine_if_a__c0d3ca33.dita,en,en/KA-01642_EN/ka-01642_international_operationsdetermine_if_a__c0d3ca33.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:f0acd9668db10f680a8f,en/KA-01784_EN/ka-01784_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-01784_EN/ka-01784_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:dc82dbb6f97d75ca6bcf,en/KA-01855_EN/ka-01855_international_operationsdetermine_if_a__c0d3ca33.dita,en,en/KA-01855_EN/ka-01855_international_operationsdetermine_if_a__c0d3ca33.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:3408ca87f4391904ca5d,en/KA-03126_EN/ka-03126_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-03126_EN/ka-03126_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:3103e74fb7406e476909,en/KA-04381_EN/ka-04381_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-04381_EN/ka-04381_international_operationsdetermine_if_a__f4028f83.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:9568eae7b7fd218ec86f,en/KA-04414_EN/ka-04414_international_operationsdetermine_if_a__f4028f83.dita,en,en/KA-04414_EN/ka-04414_international_operationsdetermine_if_a__f4028f83.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:9851fc59be98bcef7542,14,dita_body:25ca7598d0c6c9113478,en/KA-05416_EN/ka-05416_international_operationsdetermine_if_a__c0d3ca33.dita,en,en/KA-05416_EN/ka-05416_international_operationsdetermine_if_a__c0d3ca33.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:2de36504a3aff3816a22,2,dita_body:2de36504a3aff3816a22,en/KA-01062_EN/ka-01062_interrelationships.dita,en,en/KA-01062_EN/ka-01062_interrelationships.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:2de36504a3aff3816a22,2,dita_body:ad54da6977a4a49ef51a,en/KA-01568_EN/ka-01568_what_you_need_to_know.dita,en,en/KA-01568_EN/ka-01568_what_you_need_to_know.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:6fc49cf86802e4150842,5,dita_body:58f7ab4999d6053d66f9,en/KA-01062_EN/ka-01062_is_there_a_disabled_contributors_childs_69055164.dita,en,en/KA-01062_EN/ka-01062_is_there_a_disabled_contributors_childs_69055164.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:6fc49cf86802e4150842,5,dita_body:6fc49cf86802e4150842,en/KA-01590_EN/ka-01590_did_the_18_disabled_contributors_childs_e397a147.dita,en,en/KA-01590_EN/ka-01590_did_the_18_disabled_contributors_childs_e397a147.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:6fc49cf86802e4150842,5,dita_body:ba2fa5f4a20583f046ec,en/KA-02211_EN/ka-02211_convert_a_dccb_to_a_surviving_childs_benefit.dita,en,en/KA-02211_EN/ka-02211_convert_a_dccb_to_a_surviving_childs_benefit.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:6fc49cf86802e4150842,5,dita_body:1f0c4654b7143eb39666,en/KA-02211_EN/ka-02211_dccb_to_surviving_childs_benefit.dita,en,en/KA-02211_EN/ka-02211_dccb_to_surviving_childs_benefit.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:6fc49cf86802e4150842,5,dita_body:1ffc7db153e88513521e,en/KA-04419_EN/ka-04419_payment_cessation_for_surviving_childs__61f4fd21.dita,en,en/KA-04419_EN/ka-04419_payment_cessation_for_surviving_childs__61f4fd21.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f48b09788b5afec1c48e,2,dita_body:f48b09788b5afec1c48e,en/KA-01062_EN/ka-01062_is_there_a_trustee_on_the_account.dita,en,en/KA-01062_EN/ka-01062_is_there_a_trustee_on_the_account.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f48b09788b5afec1c48e,2,dita_body:493ff1ed49a7757b53ee,en/KA-01068_EN/ka-01068_is_there_a_trusteeship_on_file_updated.dita,en,en/KA-01068_EN/ka-01068_is_there_a_trusteeship_on_file_updated.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:76e2dd77e01b952d7887,3,dita_body:76e2dd77e01b952d7887,en/KA-01062_EN/ka-01062_is_there_an_active_investigation_with_i_92e51b68.dita,en,en/KA-01062_EN/ka-01062_is_there_an_active_investigation_with_i_92e51b68.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:76e2dd77e01b952d7887,3,dita_body:54a31a44feb2d5a38076,en/KA-01533_EN/ka-01533_is_there_an_active_investigation_with_i_159ea588.dita,en,en/KA-01533_EN/ka-01533_is_there_an_active_investigation_with_i_159ea588.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:76e2dd77e01b952d7887,3,dita_body:b37824564b216bdc453d,en/KA-05530_EN/ka-05530_is_there_an_active_investigation_with_i_159ea588.dita,en,en/KA-05530_EN/ka-05530_is_there_an_active_investigation_with_i_159ea588.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f943abde9656d3aa8911,5,dita_body:01a2260ee3ad8e1c488f,en/KA-01062_EN/ka-01062_is_there_an_overpayment_to_recover.dita,en,en/KA-01062_EN/ka-01062_is_there_an_overpayment_to_recover.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f943abde9656d3aa8911,5,dita_body:f943abde9656d3aa8911,en/KA-01482_EN/ka-01482_if_the_debtor_is_deceased_is_the_estate_f969e031.dita,en,en/KA-01482_EN/ka-01482_if_the_debtor_is_deceased_is_the_estate_f969e031.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f943abde9656d3aa8911,5,dita_body:1a8232f61b14f604ff85,en/KA-01970_EN/ka-01970_recover_an_overpayment_from_a_death_ben_16f84dba.dita,en,en/KA-01970_EN/ka-01970_recover_an_overpayment_from_a_death_ben_16f84dba.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f943abde9656d3aa8911,5,dita_body:5fe6a56b2085499a340b,en/KA-01970_EN/ka-01970_recover_an_overpayment_from_a_death_ben_16f84dba_2.dita,en,en/KA-01970_EN/ka-01970_recover_an_overpayment_from_a_death_ben_16f84dba_2.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:f943abde9656d3aa8911,5,dita_body:cbc7bb5b69306d54c3da,en/KA-04608_EN/ka-04608_if_there_is_a_cpp_or_oas_overpayment_on_01b289ae.dita,en,en/KA-04608_EN/ka-04608_if_there_is_a_cpp_or_oas_overpayment_on_01b289ae.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:bdb10908f9c57e778bab,3,dita_body:bdb10908f9c57e778bab,en/KA-01062_EN/ka-01062_review_the_spouse_or_common-law_partner_035ddbcd.dita,en,en/KA-01062_EN/ka-01062_review_the_spouse_or_common-law_partner_035ddbcd.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:bdb10908f9c57e778bab,3,dita_body:81f51c6e3940c3b40c0c,en/KA-01068_EN/ka-01068_what_you_need_to_know_3.dita,en,en/KA-01068_EN/ka-01068_what_you_need_to_know_3.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:bdb10908f9c57e778bab,3,dita_body:4602f09e96e4fa83bd40,en/KA-05503_EN/ka-05503_what_you_need_to_know.dita,en,en/KA-05503_EN/ka-05503_what_you_need_to_know.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:c83502ef6dfabb0fb193,3,dita_body:c83502ef6dfabb0fb193,en/KA-01062_EN/ka-01062_was_the_incorrect_date_of_death_entered_c89d6d22.dita,en,en/KA-01062_EN/ka-01062_was_the_incorrect_date_of_death_entered_c89d6d22.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:c83502ef6dfabb0fb193,3,dita_body:9208bc633fdbf8592896,en/KA-05227_EN/ka-05227_what_you_need_to_do.dita,en,en/KA-05227_EN/ka-05227_what_you_need_to_do.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:c83502ef6dfabb0fb193,3,dita_body:84d53a21a7f7781f34be,en/KA-05248_EN/ka-05248_whats_new.dita,en,en/KA-05248_EN/ka-05248_whats_new.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:7155bf82cb140b106bf1,2,dita_body:7155bf82cb140b106bf1,en/KA-01062_EN/ka-01062_what_you_need_to_know.dita,en,en/KA-01062_EN/ka-01062_what_you_need_to_know.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:7155bf82cb140b106bf1,2,dita_body:649292dbb1f0e59bb40d,en/KA-05039_EN/ka-05039_summary.dita,en,en/KA-05039_EN/ka-05039_summary.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:4a8b986ad06375e908ae,2,dita_body:4a8b986ad06375e908ae,en/KA-01068_EN/ka-01068_confirm_and_validate_the_post-mortem_contact.dita,en,en/KA-01068_EN/ka-01068_confirm_and_validate_the_post-mortem_contact.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:4a8b986ad06375e908ae,2,dita_body:10d2cc31118947a13657,en/KA-01068_EN/ka-01068_confirm_and_validate_the_post-mortem_contact_new.dita,en,en/KA-01068_EN/ka-01068_confirm_and_validate_the_post-mortem_contact_new.dita#/taskbody
KMT,body_en,body_en_cluster_dita_body:54d1226b8003b970416f,2,dita_body:54d1226b8003b970416f,en/KA-01068_EN/ka-01068_documentary_evidence_requirements_to_is_500e6d87.dita,en,en/KA-01068_EN/ka-01068_documentary_evidence_requirements_to_is_500e6d87.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:54d1226b8003b970416f,2,dita_body:fb575430d219aab6379a,en/KA-01068_EN/ka-01068_how_to_address_post-mortem_payments.dita,en,en/KA-01068_EN/ka-01068_how_to_address_post-mortem_payments.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:c697ace29a7ba4add4cc,en/KA-01068_EN/ka-01068_glossary.dita,en,en/KA-01068_EN/ka-01068_glossary.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:60a34dee1df4cc6bb113,en/KA-01348_EN/ka-01348_glossary.dita,en,en/KA-01348_EN/ka-01348_glossary.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:6213d016a4abad1115fa,en/KA-01422_EN/ka-01422_glossary.dita,en,en/KA-01422_EN/ka-01422_glossary.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:57694e31a2bc9d07e33d,en/KA-01431_EN/ka-01431_definitions.dita,en,en/KA-01431_EN/ka-01431_definitions.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:702a7cb27a850e231c75,en/KA-01433_EN/ka-01433_glossary.dita,en,en/KA-01433_EN/ka-01433_glossary.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:46684bcdd9a7f9c5729f,en/KA-01435_EN/ka-01435_definitions.dita,en,en/KA-01435_EN/ka-01435_definitions.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:8db7d4686021d495d8bb,en/KA-01455_EN/ka-01455_glossary.dita,en,en/KA-01455_EN/ka-01455_glossary.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:a7b3fbd118896cb00b19,en/KA-01589_EN/ka-01589_glossary.dita,en,en/KA-01589_EN/ka-01589_glossary.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:c697ace29a7ba4add4cc,9,dita_body:e583adef73a5a1868bd2,en/KA-01596_EN/ka-01596_glossary_new.dita,en,en/KA-01596_EN/ka-01596_glossary_new.dita#/refbody
KMT,body_en,body_en_cluster_dita_body:cb568ffe2bafab082f33,3,dita_body:cb568ffe2bafab082f33,en/KA-01068_EN/ka-01068_is_there_an_overpayment_on_the_account_new.dita,en,en/KA-01068_EN/ka-01068_is_there_an_overpayment_on_the_account_new.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:cb568ffe2bafab082f33,3,dita_body:8d74b69c8f716d241f0d,en/KA-01524_EN/ka-01524_is_there_an_overpayment_on_the_account__e9997189.dita,en,en/KA-01524_EN/ka-01524_is_there_an_overpayment_on_the_account__e9997189.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:cb568ffe2bafab082f33,3,dita_body:b8c830ff43628cbd72d3,en/KA-03380_EN/ka-03380_recovery_from_arrears_payments.dita,en,en/KA-03380_EN/ka-03380_recovery_from_arrears_payments.dita#/conbody
KMT,body_en,body_en_cluster_dita_body:9a1deae16d7369df62f1,2,dita_body:9a1deae16d7369df62f1,en/KA-01068_EN/ka-01068_issue_the_underpayment_or_arrears_new.dita,en,en/KA-01068_EN/ka-01068_issue_the_underpayment_or_arrears_new.dita#/conbody
